step E time press T
8500 4297.5544227292739379 8500 -447.06699012953595229 296.42760834016377203
8600 4210.4151977520141372 8600 316.82807235259201661 295.49591968989028601
8700 4205.638835628779816 8700 385.07313161806604285 294.75803580674494242
8800 4295.4796295862870465 8800 -291.58040575870813882 298.95327029639088323
8900 4259.5836508966531255 8900 -168.15015563158289069 304.20997691191496415
9000 4296.2464976525188831 9000 -119.85817167486527524 297.46370419051174849
9100 4185.223801168589489 9100 140.77592867720858294 300.3026388590217266
9200 4196.3691287273068156 9200 -210.72931064724699013 298.76703177921007182
9300 4220.2027712320405044 9300 -262.80617178474352613 302.65830231507294457
9400 4281.3906877301196801 9400 -78.630773509741047178 306.95248106684249478
9500 4247.7520365081409182 9500 -49.992338244879995557 303.43906386743270787
9600 4239.2894809328445263 9600 -34.457324438455010807 298.07327843482966045
9700 4180.2451355502580554 9700 456.6764473671365181 299.19408423664202701
9800 4246.3451421711679359 9800 -459.3901607065143935 294.39901481753014423
84803272 9900 -409.01204037534279223 291.24548891774315962
10000 4213.5923373802097558 10000 54.915403648452880248 289.69915912666715485
10100 4253.2509189648089887 10100 -95.592979319204133049 295.78804430952510529
10200 4246.3768176627036155 10200 -317.16600842912492908 301.28803368701380805
10300 4232.8443164013497153 10300 -322.59522112514434866 301.03207943164471772
10400 4215.3515643409791664 10400 -226.16492197532491559 296.86133628863456124
10500 4274.2078211648513388 10500 -46.379722350973459299 286.5326046641209814
10600 4219.9336984328001563 10600 257.88015714638834197 295.1037058207285213
10700 4317.4795026393294393 10700 273.97911657096329918 297.51856966933092963
10800 4316.6726050265233425 10800 -123.29559908698250581 299.40542994134290211
10900 4258.4746374365586234 10900 323.69843567985412847 300.31049429532117756
11000 4172.6922905895735312 11000 -270.27990411129667336 298.49575678926390765
11100 4185.8254679146930357 11100 10.162984773568281227 296.66257339371759372
11200 4240.9471676259399828 11200 29.044354077752796428 293.7319763689328056
11300 4209.9309120148509464 11300 -163.23507801015108498 298.85475495123256451
11400 4214.0562241730867754 11400 -76.949163044957543889 307.16381692446066154
11500 4307.2598778424235206 11500 140.2113213383856305 299.59891436211574955
11600 4163.3209242894608906 11600 -436.8605259535049754 301.3568249316686547
11700 4167.646384635268987 11700 -423.59683220179556429 296.85952871982124179
11800 4172.429840020946358 11800 -103.68750060019537784 294.9392378544474127
11900 4167.1742616700530562 11900 82.985535822095684466 299.59460773209781337
12000 4249.0755120445119246 12000 245.70111199344452757 300.51147228268513345
12100 4208.7087691161050316 12100 -74.356748577987517024 303.66502069255039942
12200 4202.6089905806402385 12200 -307.40729924741896184 299.18730494438608503
12300 4164.1130971236179903 12300 35.390432864144770519 300.57837053174250741
12400 4223.3589735468449362 12400 -104.19308081731308846 297.0050021554765749
12500 4264.589895383577641 12500 -589.55081444340191865 294.05788446852335483
12600 4225.3973660184947221 12600 151.87760094812085754 289.39276850704800381
12700 4099.3798146171338885 12700 -345.60961299507050626 294.49478401098525637
23738613800219355
12800 4156.082985290000579 12800 312.97547489598275661 291.50283175810255898
12900 4151.8921076269070909 12900 -518.8030232399344186 293.15696089407941827
13000 4172.5648292459136428 13000 -177.94642265824023752 297.13240401431033888
13100 4174.4951488214246638 13100 718.12969084377130002 300.16988694504698287
13200 4295.928534040298473 13200 -339.61451222359767144 294.73723384951915705
13300 4294.2590318198654131 13300 111.19165390766119117 298.81709762860072033
13400 4281.7887703898304608 13400 406.59479716009934691 304.83138311169284407
13500 4257.8608965597004499 13500 28.830099141701268195 304.29010001842016209
13600 4195.3945120320113347 13600 187.70416108038634206 298.66631320249342707
13700 4160.0522571266465093 13700 -223.60418660375870559 298.42569576449017177
13800 4194.3106883232394466 13800 -382.61389262195058336 294.36162019538602408
13900 4149.2807979080698715 13900 -455.82128524927412627 297.49831155194459598
14000 4196.6201809774056528 14000 427.41512337450433279 299.45755471317283991
14100 4180.7510690936414903 14100 224.16198752300641672 305.43116084064979532
14200 4224.5641163570635399 14200 -254.01869696425049483 298.98868404091462025
14300 4136.5428052337865665 14300 265.1967340693213373 296.33014073941774313
14400 4149.4501963750799405 14400 54.305019125676423641 293.97617841703430486
14500 4225.7901219492468954 14500 -238.35170475707172955 292.36455271174048676
14600 4207.7042199649913528 14600 -203.00631452451185055 299.62954626316133044
14700 4201.5180167811449792 14700 -442.0615020799155559 301.94560098367372802
14800 4213.5650125217325694 14800 -154.27553071816419106 298.31373949125395484
14900 4176.0629913838702123 14900 -336.8640971015063883 292.49418371749140988
15000 4062.4770641834638809 15000 26.06225050184209735 294.86676282485797174
15100 4071.0600467940926137 15100 -644.73463798223178856 298.67137920857584277
15200 4137.7709092392669845 15200 59.438890007429961315 299.02635937263949018
15300 4159.7303436977508682 15300 93.673413490352984923 299.91679069960935067
15400 4140.697918800804473 15400 71.572864561620548329 300.96468685652945396
15500 3995.6713721986393466 15500 207.44409982805424875 300.69705219048887557
15600 4081.2878626747569797 15600 -559.0691494350891162 292.82560979342088103
15700 4128.9952557007682117 15700 -234.00819265574446604 296.07572331482703021
15800 4141.9341593428698616 15800 -57.962912152112401998 299.74033776696506948
15900 4193.2405911242567527 15900 -254.67549856991007573 297.22091015488780386
16000 4143.9588455521479773 16000 24.727258884449963006 299.30491082973600214
16100 4125.7556844084219847 16100 -13.142910689561611903 294.90037658147798538
16200 4114.5067613737483043 16200 -214.09676891770214979 292.37237199814120459
16300 4155.6681418138959998 16300 -27.736738666802974507 297.00908517775354767
16400 4217.8708548102931672 16400 -187.68308628877360889 298.34769828205412523
16500 4229.4027426823913629 16500 405.33674631536871402 298.03077843060265195
16600 4234.0932941669434513 16600 416.59985425852823937 294.17887025337188334
16700 4082.5236128555375217 16700 172.52053471818589969 296.67804280855580146
16800 4092.3083018962647657 16800 -274.0309434785481244 294.21240993473281833
16900 4157.2785368117756661 16900 -225.61991628255597675 292.89392747387006466
17000 4186.3885176487092394 17000 50.574232383496834586 293.8558201085439805
17100 4109.0103070797285909 17100 534.55560998956877938 299.62762006686665472
17200 4023.1774764725951172 17200 203.60172475586790597 300.86360376228276436
17300 4004.8775915958581209 17300 -22.344113283545716797 294.055406911540274
17400 4025.3073989415593132 17400 328.54489630978446257 296.19627570867925215
17500 4053.9518293928863386 17500 -39.734680459140562903 300.97995136357747015
17600 4084.5079082878282861 17600 -9.6588278742572697411 300.95991977131177464
17700 4228.3871027537124974 17700 403.63623237057151982 291.79293782265062873
17800 4201.3934072072615891 17800 30.364318782158431276 298.28180044814467919
17900 4194.4648550506954052 17900 90.867863491209078575 305.17016791589873037
18000 4214.7591006163138445 18000 1014.116427025175085 301.36970598797171306
18100 4064.2374287722059307 18100 -392.50162405697614076 303.15992749994836686
18200 4159.8347211398013314 18200 -295.1828887843546454 293.0258717643964701
18300 4052.9218203097361766 18300 708.0402816914796631 298.63834781847816657
18400 4056.9657681106609743 18400 -240.67068989895338404 298.34885860349339737
18500 4108.5289563410042319 18500 -539.85033415955967939 298.73991880364002327
18600 4154.6428458160589798 18600 324.17240066358453987 299.57271275337097904
18700 4073.141067994369223 18700 -1063.589740706821658 301.55819429997410452
18800 4044.7343342849876535 18800 486.02539261713593532 295.19427111550714926
18900 4048.299732650131773 18900 -227.98835621283629393 295.11699047646442295
19000 4089.9523359862787402 19000 -307.13026061516103482 294.8867437403748113
19100 4095.9631464639815022 19100 495.69295132140666738 301.18779992776808285
19200 4097.5894081169826677 19200 563.23016535383601422 303.86043169977921252
19300 4082.5656318919677688 19300 -384.30469363451902609 293.03980285979531573
19400 4039.2827730535623232 19400 14.552698506992856053 293.87795790380636163
609619285956796 19500 301.26497951257630348 298.73725473431267119
19600 4133.2885920665012236 19600 2.8000214285255196067 297.07132690675086906
19700 4080.4873005543913678 19700 -61.41531767991384072 301.36107418132525027
19800 4182.2487931323703378 19800 -513.97391212066304433 295.05485358281401886
19900 4083.6158947104981962 19900 347.35873404862394409 303.4462905721661059
20000 4118.2892531738652906 20000 -833.79792773157953434 299.5462095749527407
